occupationClaude,count
Army Pensioner Infanty and Lock Keeper,1
Army Pensioner Infautry,1
Army Pensioner Infentry,1
Army Pensioner Infintary,1
Army Pensioner Infontry Gardener,1
Army Pensioner Infostry,1
Army Pensioner Infty,1
Army Pensioner Infy,1
Army Pensioner Inniskilling Fusiliers,1
Army Pensioner Inp,1
Army Pensioner Inpirtory Coach Man Domestic,1
Army Pensioner Invalid,1
Army Pensioner Labourer Inforty,1
Army Pensioner Labourer in Ropeworks,1
Army Pensioner Late 2nd 14th Regrt,1
Army Pensioner Late 81st Foot,1
"Army Pensioner Late E, I, Company Arty",1
Army Pensioner Late R Engine,1
Army Pensioner Leicester Regt,1
Army Pensioner Lft Con Sergt Derbyshire Regt Infantry,1
Army Pensioner Line,1
Army Pensioner Linen,1
Army Pensioner Linen Weaver,1
Army Pensioner Liverpool and Regiment and Farmer,1
Army Pensioner Messenger Arty Dist Office,1
Army Pensioner No Occupation Po. 88 Connaugh Rargers,1
Army Pensioner Occupation None,1
Army Pensioner Office Keeper,1
Army Pensioner Office Keeper Army bod Dep,1
Army Pensioner P Foot Soldier,1
Army Pensioner Pe 1st 12th Foot,1
Army Pensioner Ph.,1
Army Pensioner Pre Line,1
Army Pensioner Printer Compositor,1
Army Pensioner Prison Traveller mt Joy Rn,1
Army Pensioner Private 24th Fort Regiment and Farm Labourer,1
Army Pensioner Private 45th Regiment Foots,1
Army Pensioner Private 69 St Foot,1
Army Pensioner Private 75 Foot,1
Army Pensioner Private 88 Cannaught Rangers,1
Army Pensioner Private Infintary,1
Army Pensioner Private Sale 88th Regt Foot,1
Army Pensioner Private Shropshire Reg,1
Army Pensioner Pt 102 R. D Fusiliers,1
Army Pensioner Pt2 88 Reg,1
Army Pensioner Ptc 81St Reg,1
Army Pensioner Publican,1
Army Pensioner Queenstown East Kant and c,1
Army Pensioner R 30th Regt of F Private G Labourer,1
Army Pensioner R A Now Employed as Librarian,1
Army Pensioner R Artillery,1
Army Pensioner R Masters,1
"Army Pensioner R, A, M, Corps",1
Army Pensioner R. A,1
Army Pensioner R. H Artilery,1
Army Pensioner R. H. A.,1
Army Pensioner R. I.,1
Army Pensioner R. L. I,1
Army Pensioner R.A Caretaker of Cimitiry,1
Army Pensioner R.A.,1
Army Pensioner R.A. Gunnel,1
Army Pensioner R.A.and Agl.Labourer,1
Army Pensioner R.D.,1
Army Pensioner R.F.H,1
Army Pensioner R.I.F,1
Army Pensioner R.W.S.,1
Army Pensioner Railway Labourer,1
Army Pensioner Railway Servant Gasman,1
Army Pensioner Rank Color Segt 2nd Rate Stafford Rent Rent Collector,1
Army Pensioner Rank Private Belongs to the Infantry,1
Army Pensioner Rank Ptc 2nd Suffolk Regiment Nord Employed as Porter Irish Times,1
Army Pensioner Rc Artillery,1
Army Pensioner Retired Reeling Master,1
Army Pensioner Roy Arty,1
Army Pensioner Roy Irish Fusrs,1
Army Pensioner Royal Aritilry,1
Army Pensioner Royal Atilleary,1
Army Pensioner Royal Engineer,1
Army Pensioner Royal Engineers Tempory Civil Asst Ordnance Survey,1
Army Pensioner Royal H A,1
Army Pensioner Royal Horse Arttilery,1
Army Pensioner Royal House Artillery,1
Army Pensioner Royal Irish Fusiliers,1
Army Pensioner S.K.H. Reg,1
Army Pensioner Serge. Major Roye. Arty.,1
Army Pensioner Sergeant,1
Army Pensioner Sergt 11th DCO Regt. Foot,1
Army Pensioner Sergt 4th King's Own,1
Army Pensioner Sergt Infantry,1
Army Pensioner Sergt Store Clerk Unemployed,1
Army Pensioner Sergt. 10 Foot,1
Army Pensioner Sergt. 4th Hussars,1
Army Pensioner Serjeant,1
Army Pensioner Servant Domestic,1
Army Pensioner Served in 20th S Devons,1
Army Pensioner Served in ? and Postman,1
Army Pensioner Served in Connaught Ranger,1
Army Pensioner Served in Munster Fusiliers,1
Army Pensioner Served in Royal Artillery,1
Army Pensioner Served in Royal Irish Rifles,1
Army Pensioner Served in Shropshire Light Infantry,1
Army Pensioner Service Connery to Range,1
Army Pensioner Shoemaker,1
Army Pensioner Shropshire L.I.,1
Army Pensioner Sol Rt. South Lancashire Regt,1
Army Pensioner Soldier Pwy Fus,1
Army Pensioner Solicitors General Clerk,1
Army Pensioner Somerset Regt,1
Army Pensioner Sub Postmaster,1
Army Pensioner Suffock Regt,1
Army Pensioner Surgt Infantry,1
Army Pensioner Teacher of Music,1
Army Pensioner Tempt,1
Army Pensioner The Buffo,1
Army Pensioner The Infantry,1
Army Pensioner The Limk,1
Army Pensioner Tobaaconist,1
Army Pensioner U.S. America,1
Army Pensioner Unemployed Carlary,1
Army Pensioner Warehouse Porter,1
Army Pensioner Watchman,1
Army Pensioner Weaver Damask,1
Army Pensioner Weigh Master,1
Army Pensioner West York Reg.,1
Army Pensioner Worcester Regt,1
Army Pensioner Working Gardiner,1
Army Pensioner Writer in A O Dept,1
Army Pensioner a Private belonging to 88 Connaught Rangers,1
Army Pensioner and 2nd Shropshire Rgt. Railway Labourer,1
Army Pensioner and Agent Royal Senior Friend by Society,1
Army Pensioner and Agr Labourer,1
Army Pensioner and Agricultural Laboure,1
Army Pensioner and Agril Labourer,1
Army Pensioner and Assurance Agent,1
Army Pensioner and Attendant National Gallery Ireland Merrion Square,1
Army Pensioner and Bakery,1
Army Pensioner and Battery 14 Brigade Royal Artillery,1
Army Pensioner and Beetling Engineman,1
Army Pensioner and C. B. Officer,1
Army Pensioner and Canteen Manager,1
Army Pensioner and Caretaker Parochal Hull,1
Army Pensioner and Caretaker of Evicter Room,1
Army Pensioner and Cattier,1
Army Pensioner and Clerk to Plumbing and Gasfitting,1
Army Pensioner and Commissioner,1
Army Pensioner and Farmer G.B.H.R.A.,1
Army Pensioner and G Laborer,1
Army Pensioner and Gamekeeper,1
Army Pensioner and Gardener,1
Army Pensioner and Gate Keeper,1
Army Pensioner and Gateman G S W R,1
Army Pensioner and Herd,1
Army Pensioner and Lab Postman,1
Army Pensioner and Laborour,1
Army Pensioner and Labourer Connaught Rangers,1
Army Pensioner and Land Agent,1
Army Pensioner and Lobuore,1
Army Pensioner and Lodging House Keeper,1
Army Pensioner and Mason,1
Army Pensioner and Office Keeper,1
Army Pensioner and Outhouse Keeper,1
Army Pensioner and Overseer of Labourer,1
Army Pensioner and Photo Artist,1
Army Pensioner and Private,1
Army Pensioner and Publican,1
Army Pensioner and Sexton,1
Army Pensioner and Shoemaker,1
Army Pensioner and Summons Server,1
Army Pensioner and Tailor,1
Army Pensioner and Teacher of Music,1
Army Pensioner and c Farmer,1
Army Pensioner from 1/15th Foot,1
Army Pensioner from 16th Fort Regt,1
Army Pensioner from 1st West Yorkshire Regisert,1
Army Pensioner from 27 Regiment of Foot,1
Army Pensioner from 2nd Battalion of North Lancashire Regt,1
Army Pensioner from 2nd Brs Royal Warwickshire Regt,1
Army Pensioner from 3rd Glonecester Regt,1
Army Pensioner from 4 Battn West York Regt.,1
Army Pensioner from 45 Regt,1
Army Pensioner from 65th Regimens,1
Army Pensioner from 87th R in Fusiliers,1
Army Pensioner from 88 Connaught Rangers,1
Army Pensioner from 99th ford,1
Army Pensioner from Armought Rangers,1
Army Pensioner from Coreaaght Rangers,1
Army Pensioner from Derby Foresters,1
Army Pensioner from Enex 7th Foot,1
Army Pensioner from Infantry 95 Regt,1
Army Pensioner from Infantry and Farmer,1
Army Pensioner from Lancashire Fusileers,1
Army Pensioner from Northumberland Fuslys,1
Army Pensioner from R M Fusiliers,1
Army Pensioner from Royal Artillery,1
Army Pensioner from Royal Artillery No Employment,1
Army Pensioner from Royal Artillery foreman Army Ord: Dept,1
Army Pensioner from West Kent,1
Army Pensioner from the Artillery,1
Army Pensioner in Factory,1
Army Pensioner in Infantry,1
Army Pensioner in the Oxfordshire Light Infantry,1
Army Pensioner late 88 Regt,1
Army Pensioner not Employed,1
Army Pensioner of 18 Royal Irish,1
