occupationClaude,count
Retired Linen Manufacture,1
Retired Linen Merchant No Occupation,1
Retired Linen Mill Engineer,1
Retired Linen Ornsmater,1
Retired Linen P L Weaver,1
Retired Linen Salesman,1
Retired Linen Spinner,1
Retired Linen Warerooms Money,1
Retired Linen Warper,1
Retired Linen Weaver and Pensioner R.A.,1
Retired Linen Yarn Dresser,1
Retired Linen and Wool Weaver,1
Retired Linnin Weaver,1
Retired List 2 Fus,1
Retired List Bengal Staff corps,1
Retired List not Practicing Lt: Col R A M Corpn,1
Retired Lithographer,1
Retired Living on House Property and C,1
Retired Living on Income from Houses,1
Retired Lobourer,1
Retired Loc Fireman,1
Retired Local Government Auditer,1
Retired Lock Keeper,1
Retired Locomatic Engine Driver,1
Retired Locomotive Engineer,1
Retired Lodging Ho Keeper,1
Retired Lor Dealer,1
Retired Lt 5th Fusilier,1
Retired Lt Colonel Royal Artillery,1
Retired Lt Keeper,1
Retired Ltld Line J P,1
Retired M D,1
Retired M Mariner,1
Retired M. Mariner,1
Retired M.S. Teacher,1
Retired M?chant,1
Retired Machenist,1
Retired Machinist,1
Retired Maid,1
Retired Maid Domestic,1
Retired Mail Porter G.P.O. Pensioner,1
Retired Mairtaker,1
Retired Maja British Army,1
Retired Major 95th Rd Major Retired,1
Retired Major Army,1
Retired Major Cabally,1
Retired Major Clare Artillery Milita,1
Retired Major Ex Army,1
Retired Major General Cavalry,1
Retired Major I.P,1
Retired Major Late Indian and Austrian Services and Irish Malitia,1
Retired Major Mag Frs,1
Retired Major Militia,1
Retired Major Militia Private Means Dividends,1
Retired Major Militier,1
Retired Major Mititia J P,1
Retired Major Royal Marines Lt Infty,1
Retired Major YWIR,1
Retired Major and J.P.R.I.F.,1
Retired Major in the Army,1
Retired Major of Caralry,1
Retired Major of Militia W. Co Limerick and Kerry County Court Valuer etc,1
Retired Maker,1
Retired Maker Master,1
Retired Malster,1
Retired Manager Natl Bank,1
Retired Manager W'Sale Provision,1
Retired Manager of Corn Stones Retired from Incomes,1
Retired Manager of Flax and Corn Mills,1
Retired Manner,1
Retired Manufacture,1
Retired Manufacturer Collar and Cuff,1
Retired Manufacturer Householder,1
Retired Manufactures,1
Retired Manufacty Chemist,1
Retired Maranor,1
Retired Marble Mason,1
Retired Marchant,1
Retired Marine Dealer,1
Retired Marine Store Dealer,1
Retired Mariner Caffern,1
Retired Marines,1
Retired Marner,1
Retired Marry Man,1
Retired Master Attendant S S Singapore,1
Retired Master Boot Maker,1
Retired Master Brass Founder,1
Retired Master Dyer,1
Retired Master Marian,1
Retired Master Marines,1
Retired Master Maron,1
Retired Master Married,1
Retired Master Masion,1
Retired Master Masuire,1
Retired Master Mer Man,1
Retired Master Plumber,1
Retired Master Printer,1
Retired Master of Workhouse,1
Retired Mat Maker,1
Retired Matelia Captain and Magistrate for Two Cos,1
Retired Matron Assylwn,1
Retired Matron Hospital,1
Retired Matron Prison Service,1
Retired Matron Richmond Asylum,1
Retired Matron of Hydropathic Institution Persioned,1
Retired Matty Office,1
Retired Mechanis,1
Retired Mechant Sailor,1
Retired Medical Man,1
Retired Medical Practitioner,1
Retired Meht,1
Retired Member Ord Survey,1
Retired Member R I C,1
Retired Member R.I.C.,1
Retired Member of R H,1
Retired Member of R J C,1
Retired Member of R. I. C,1
Retired Member of Royal Irish Constabulary,1
Retired Mercantile,1
Retired Mercantile Agent,1
Retired Merchant Building Materials,1
Retired Merchant Butter,1
Retired Merchant Capt,1
Retired Merchant Community and Dividends,1
Retired Merchant Grocer,1
Retired Merchant I. P Co Cavan,1
Retired Merchant Master Tailor,1
Retired Merchant Now Manager of Shipyard Store,1
