occupationClaude,count
A. Farmer,1
A. Farmer's Son,1
A. Housekepper,1
A. L. C. M,1
A. L. Wife,1
A. Labourar,1
A. Labourer Daughter,1
A. Labourer Farm,1
A. Labourer's Wife,1
A. Labourers,1
A. P. Tailor,1
A. Painter,1
A. Pensioner,1
A. R,1
A. Sergt R.I.C,1
A. Tember Merchant Labour,1
A.A of Oxford,1
A.B Irin Col. Dublin Rector Church of Ireland,1
A.B. R.N.,1
A.B. R.U.I,1
A.B. R.U.R.,1
A.B. in Royal Navy,1
A.B. of H.M. Navy,1
"A.B., T.C.D.",1
"A.B., Trin. Coll. Dub. Houses and Inter. Money",1
A.B.R.I.U. Teacher,1
A.G Labourer,1
A.J.P.Co Tipp Owner of Land,1
A.Labourer,1
A.M and Car Owner,1
A.M. I.P Landlord and Landholder,1
A.M.I.C.E. Civil Engineer,1
A.M.S,1
A.P. Artificaled Dressmaker,1
A.P. Baker,1
A.P. Book Binder,1
A.P. Compositor,1
A.P. Dressmaker,1
A.P. Iron Moulder,1
A.P. Plumber,1
A.P.P Caulker,1
A.R.A.M,1
A.S. R.I. Const,1
A/Corporal 4/Rifle Bde,1
A/c Clerk,1
A? Aprentice Drafts Man,1
A? Fitter,1
A? Postman,1
A? Riveter,1
A?ter Carpenter,1
A?tie House Painting,1
AB MB Bch Bao Ru ILRCPJ D FRCCS Physician Surgeon,1
AB MD.JP. Coroner,1
AB Sailor,1
AB Seafirnman,1
AB. MB. B. Ch. Bao R.U.I. Physician and Surgeon,1
AB: MB.Bch. Bto. R.U.I. Admirally Surgeon and C,1
AR Post Man,1
AR Seaman,1
AS R.I. Constabulary,1
Aagricult Labourer,1
Aagricultural Labour,1
Aagricultural Labourer,1
Aagril Labourer,1
Aagrl Labourer,1
Aal Labourer,1
Aalducin of Clk in Holy order,1
Aapprentic to Linen Maker,1
Aarcultural Labourer,1
Aaric Labourer,1
Aaricultual Labourer,1
Aaricultural Labourer,1
Aarl Labourer,1
Aarmy Pensioner,1
Aartry Boy Servant Man,1
Ab on Schooner,1
Abbatoir Owner,1
Abbess of the Relig. Order of St. Clare,1
Abbie Seaman Hins Jasdy,1
Able Badied Seaman,1
Able Bodied Sailor,1
Able Bodred Seaman,1
Able Ceaman,1
Able Ceaman Sailor,1
Able German Pension Navel Reserve,1
Able Sea Man,1
Able Sea Man Pensioned from Money,1
Able Sea man,1
Able Seaman Merchant Service Unemployed,1
Able Seaman Naval Service,1
Able Seaman R.M.S. Munster,1
Able Seaman Sailor,1
Able Seaman Sea Faring,1
Able Seaman Seafairing,1
Able Seaman Shooner,1
Able Seaman Unemployed,1
Able Seaman Worker,1
Able Seaman in Royal Navy,1
Able Seaman's Wife,1
"Able Seaman, Royal Navy",1
"Able Seaman, Royal Navy Reserve",1
Able Seamen,1
Able in Navy Seaman,1
Able seaman,1
Able to Lich Seaman,1
Abroad,1
Abstractor,1
Abstractor Agricultural Dept,1
"Abstractor Civil Servant, Dept of Agriculturers",1
Abstractor Civil Service,1
Abstractor Class H M Civil Service,1
Abstractor Irish Land Comn.,1
Abstractor Irish and Commn,1
Abstractor Irish land Commision,1
Abstractor Land Commission Office,1
Abstractor Local Govt Board Clerk,1
Abstractor Local Govt. Board Scholar,1
Abstractor Ref and Ind Schools Office,1
Abstractor Reformatory and Ind School Office Dublin Castle Lt A,1
Abstractor in Public Works Office Custom House,1
Abstractor in the Surveyor's Dep G.P.O.,1
Abstrator Vaterinary Branch Dept of Agriculture and Technical Instruction Ireland,1
Ac Labourer,1
Academic Professor Greek,1
Academical Student,1
Access Office Dividends,1
Accident Magistrat,1
Accident Superintendent National Assurance Co of Ireland,1
"Accie, Scholer",1
Accnickeur Chemist,1
"Acconntant in Provision Seed, and Spirit Establishment",1
Accontant Office Clerk,1
Accoucher,1
Accoucheuse,1
Accouitant,1
Account ?,1
Account Collector on Commission,1
Accountans,1
Accountant A.S.A.A.,1
Accountant Antrim County Council,1
Accountant Assistant,1
Accountant Assistant and Book Keeper,1
Accountant B.A,1
Accountant Bacon Store,1
Accountant Bacon Works,1
Accountant Bakery,1
Accountant Bank Clerk,1
Accountant Bank Official,1
"Accountant Bankruptcy, Court",1
Accountant Belfast Harbour,1
Accountant Belfast Savings Bank,1
Accountant Brewery,1
Accountant Brewery L R C P and S Edinburgh Surgical Study at Spare Time,1
Accountant Buller Exportrs,1
Accountant Butter Factory,1
Accountant Charity Commission Dublin Civil Servant,1
Accountant Chartered,1
Accountant Commercial Clerk,1
Accountant Commercial Drapery,1
Accountant Commercial Grocery,1
Accountant Const of Bank ?,1
Accountant Constant,1
Accountant Contractors,1
Accountant Corn Made,1
Accountant Corn Merchant,1
Accountant Corn Merchants,1
Accountant County Council of Cork,1
Accountant Coy Councel,1
Accountant Dept Land Commission Civil Servant,1
Accountant Distillery,1
Accountant Drapery Establishment,1
Accountant Drapery Trade,1
Accountant Druggist,1
Accountant Dublin P I D Bd,1
Accountant Dublin Police,1
Accountant Engineers,1
Accountant Engineers office G Sr W Railway,1
Accountant Estate Agent and Stockbroker,1
Accountant Estate and Insurance agent,1
Accountant Excise Office,1
Accountant Fire Insurance,1
Accountant Flax Spinning Trade,1
Accountant Floor and Corn Store,1
Accountant Flour Mill,1
Accountant Flour and Meal Dealer,1
Accountant G P O,1
Accountant G P O Dublin,1
Accountant G.P.O.,1
Accountant Gas Office,1
Accountant Grocery Business,1
Accountant Grocery Seeds and Drugs,1
Accountant Harbour Office,1
Accountant Hardware,1
Accountant Horbour Office Belfast,1
Accountant House and Land Agent Stock Broker Member of Bryast and Dublin Stocs and Exchanges,1
Accountant In Bacon Store,1
Accountant In Chartered Accountants Office,1
Accountant In Spg Mill,1
Accountant Insurance Coy.,1
Accountant Insurance Office,1
Accountant Iron,1
Accountant Jeweller's and Silversmiths,1
Accountant Land Accucy Income Tax Collector,1
Accountant Land Agency,1
Accountant Land Agent Undergraduate R. U. I.,1
Accountant Land Agents Office,1
Accountant Land and House Agents Office,1
Accountant Linen Warehouse,1
Accountant M,1
Accountant M ?,1
Accountant Manufacturing Confectioner,1
Accountant Member of Society of Accountant and Auditors,1
Accountant Merchants Office,1
Accountant Mill Factory,1
Accountant Mill and Cornstores,1
Accountant Nat. Bank,1
Accountant National Bank St?,1
Accountant Office G P O,1
Accountant Oil and Colour Business,1
Accountant Ordnance Survey Dept,1
Accountant Packer Office,1
Accountant Poor Law Guardman,1
Accountant Post Office,1
Accountant Proc Jr of Ireland Limited,1
Accountant Propery Business,1
Accountant Prove Bank of Ireland Ld New Castle West,1
Accountant Provincial Bank of Ireland L,1
Accountant Provincial Bank of Ireland Limd,1
Accountant Provision Business,1
Accountant Provision Dealer,1
Accountant Provision Store,1
Accountant Railway Cleaning House,1
Accountant Railways Board,1
Accountant Rent Collectors Agent,1
Accountant Retired,1
Accountant Retired R I Constabulary AB.T.C.D.,1
Accountant Ropework,1
Accountant Ry,1
Accountant Ry Office,1
Accountant Sales Prof of Music,1
Accountant Secretary Stock Exchange,1
Accountant Secretary to Public Drapery Company,1
Accountant Shipping Office,1
Accountant Shipyard Office,1
Accountant Solicitors,1
Accountant Solicitors Office,1
Accountant South Dublin Division Bk Depart Living Castle Yard,1
Accountant Spinning Mill,1
Accountant Spirit Merchant Office,1
Accountant Steam Ship Coy.,1
Accountant Stock Exchange,1
Accountant To Tobacco Mercht,1
Accountant Tobacco Factory,1
Accountant Trade Manager,1
Accountant Tramway Co,1
Accountant Trinity College Dublin,1
Accountant Type Foundery,1
Accountant Victuallers,1
Accountant Wholesale Confectioners,1
Accountant Wholesale Druggist,1
Accountant Wife,1
Accountant Winter,1
Accountant Wool Mercht and Victualler,1
Accountant Works Steamship Co Ltd.,1
Accountant a ? Son and Co Ltd,1
Accountant and Agent,1
Accountant and Baker,1
Accountant and Cashier,1
Accountant and Cashier Flour and Corn Milling,1
Accountant and Correspondent,1
Accountant and Estate Agent,1
Accountant and Farmer,1
Accountant and Insce Agent Fine Life Account,1
Accountant and Manager of Hardware and General Business,1
Accountant and Organist,1
Accountant and Parlour Dairy Business,1
Accountant and Registrar of Births Deaths Marriages,1
Accountant and Secty Brewery,1
Accountant and Secty to Limited Liability Coy,1
Accountant and Secy,1
Accountant and Shopkeeper,1
Accountant and Stock Brokers,1
Accountant and Teacher Commercial,1
Accountant and Tutor,1
Accountant and Vintner,1
Accountant and Weighing Clerk,1
Accountant at Cork Distillery Co's Distillery,1
Accountant at Factory,1
Accountant at Maltings,1
Accountant for Land Agent,1
Accountant in Bank of Ireland,1
Accountant in Brewery Office,1
Accountant in Bullis Market,1
Accountant in Butchen Stall,1
Accountant in Chanderly,1
Accountant in Chemist Shop,1
Accountant in China Warehouse,1
Accountant in City Engineers Office Cork Corporation,1
Accountant in Corn Merchants and Millers,1
Accountant in Corporation Officer,1
Accountant in Crown and Place Office Kerry,1
Accountant in Drapery,1
Accountant in Drapery Estab,1
Accountant in Drapery Establishment,1
Accountant in Estate Officer and Tea Co Infermary,1
Accountant in Financial Bank,1
Accountant in Flour Mills,1
Accountant in General Business,1
Accountant in Grocery Business,1
Accountant in Grocery Depatment,1
Accountant in Land Agents Office,1
Accountant in Land Estate Office,1
Accountant in Land Spiner Office,1
Accountant in Manufacturing Stationers,1
Accountant in Mill,1
Accountant in News Office,1
Accountant in North British Ins. Co,1
Accountant in Pawn Office,1
Accountant in Printing Office,1
Accountant in Roller Flour Mills office,1
Accountant in Seed Merchants,1
Accountant in Shipping Compy,1
Accountant in Shipping Office,1
Accountant in Streamparker Office,1
Accountant in Tea Store,1
Accountant in Timber Merchant,1
Accountant in Timber Merchants Office,1
Accountant in Warehouse,1
Accountant in Wholesale Druggists,1
Accountant in Wholesale Warehouse,1
Accountant in Wine Stores,1
Accountant in Wine and Spirit Store,1
Accountant in Wool Factory,1
Accountant in a Company Office,1
Accountant in a Distillery,1
Accountant in a Linen Factory,1
Accountant in a Printing Office,1
Accountant in the Dublin Pont and Docks Board,1
Accountant of City of Dub Steal manufacturer,1
Accountant of Waterford Steam Ship Co Ld,1
Accountant off Clerk,1
Accountant or Commercial Clerk Newspaper,1
Accountant to Auchoneer,1
Accountant to Bessbrook Spinning to Linen Manufacturer,1
Accountant to Chemist,1
Accountant to Co Council,1
Accountant to Cork Mercht and Com Agent,1
Accountant to Greath Southern and Western Railway Second,1
Accountant to Railway Company,1
Accountant to Tea Merchant,1
Accountant to Timber Merchant,1
Accountant to Wine Merchant,1
Accountant un Employed,1
Accountant un employed,1
Accountant's,1
Accountant's Apprentice,1
Accountant's Assistant,1
Accountant's Clark,1
"Accountant, Auditor and Rate Collector",1
"Accountant, Co Council",1
"Accountant, Coach Buildor",1
"Accountant, Harbour Board",1
"Accountant, Linen Yarn Business",1
"Accountant, and Insurance Agent",1
"Accountant, and Secretary",1
Accountant. Provincial Bank,1
Accountants Assist,1
Accountants Clerk in Audit Office,1
Accountants Dept G.P.O Dublin,1
Accountants General Clerk,1
Accountants Money Laders,1
Accountants Office Boy,1
Accountenant,1
Accountnant,1
Accountress,1
Accounts,1
Accountt Bank,1
Accountt Rent Dept Porter Brewery,1
Accts P. Man,1
Accts offier G.P.O.,1
Acctt Traveller,1
Acctt to Cork Merchant,1
Accuntants,1
Accupies Houses Property,1
Acepted Trooper L. A. C.,1
Acetylene Gas Engineer,1
Achar woman,1
Acid Rectifier,1
Acr Labourer,1
Acreated Water Manufacturer,1
Acriculter Labourer,1
Acricultural Labrourer,1
Acriculture Labourer,1
Acs. Sergt. R.I.C,1
Act 2 Chaplain to H M Forces,1
Act Apprentice,1
Act Army Capt,1
Act Housekeeper,1
Act Serg R I C,1
Act Serg R I Consty,1
Act Serg R. I. C,1
Act Serg R.I.C,1
Act Sergeant R.I. Consty,1
Act Sergt Harbour Police,1
Act Sergt R I Constabalory,1
Act Sergt R I Constby,1
Act Sergt R I Consty,1
Act Sergt R I. C.,1
Act Sergt R I. Constabulary,1
Act Sergt R. I. Constabulary,1
Act Sergt R. I. Constaby,1
Act Sergt R.I. Consty,1
Act Sergt R.I.C.,1
Act Sergt in R.I.C's Wife,1
Act Sergt in R.I.C.,1
Act Sergt of R. I. C,1
Act Sergt of R.I.C.,1
Act Sergt. R I.C,1
Act Sergt. R. I. C,1
Act Sergt. R.I.C,1
Act Servant,1
Act Sgt R. I. Consty,1
"Act Sgts Wife, R.I.C",1
Act as Servant,1
"Act, Sergt R. I. Constry",1
"Act, Sergt, R.I.C",1
Act. B.L. Sergeant,1
Act. Sergeant R.I.C,1
Act. Sergt R. I. C,1
Act. Sergt R.I.C,1
Act. Sergt R.I.C.,1
Act. Sergt. R. I. Consty,1
Act. Sergt. R.I.Constaby,1
Act.f Sergt. Pensioner R. I. C.,1
Acta Ser. R I Constaby,1
Actg Sergeant R. I. C.,1
Actg Sergt R.I. Constabulary,1
Actg Sergt R.I.C.,1
Actg Sub Post Master,1
Actg sergt R.I.C,1
Acting Capatin Imperial Greena?y,1
Acting Clerk Pettysession Limerick Peptice and c,1
Acting Clerk of Petty Sessions,1
Acting Night Nurse,1
Acting Postman,1
Acting Principal Clerk Lone Fort Book Dublin,1
Acting Sargt. R.I. Constabulary,1
Acting Sergeant R I Consby,1
Acting Sergeant R I Consty,1
Acting Sergeant R M,1
Acting Sergeant R.I. Consty Policeman,1
Acting Sergeant R.I.Constaulary,1
Acting Sergeant in the Royal Irish Constalenlery,1
Acting Sergeant of R I C,1
Acting Sergt R I Consty,1
Acting Sergt R. I. C,1
Acting Sergt R. I. Constabulary,1
Acting Sergt RIC,1
Acting Sergt of R. I. Constaby,1
Acting Sgt R. I. C,1
Acting Srgt. R.I.Constabulory,1
Acting Steward,1
Acting Sugt Re Courty,1
Acting Town Postman,1
Acting and House Keeper,1
Acting and Mesinger,1
Acting as Servant,1
Actingforeman of Works,1
Action List Captain Inlantry,1
Active Chief Officer R N,1
Active List,1
Active List 2nd Lieut Malitra and Miltary,1
Active List Captain Royal Garrison Artillery,1
Active List Captain and of Surrey Regt,1
Active List Divisional Officer and M Coast Guard,1
Active List Infantry Major Army Reg Department,1
Active List Infantry Soldiers Lieut Staff,1
Active List Liecst: Royal Naval Reserve,1
Active List Lient A O Dept,1
Active List. Constry Major General G.C.M G.C.B,1
Active Pag ?,1
Active Private Royal Irish Fees,1
Active Service Major R.A.M.C,1
Active Sient in Dublin Fusil,1
Active Soldier,1
Actnary,1
Actor Theatre,1
Actor Unemployed,1
Actor and Dramatist,1
Actoress,1
Actress Idistrust,1
Actresses,1
Acts Sergt R I Constby,1
Acts as House Keeper Domestic,1
Acts as My Housekeeper,1
Acts as Servant,1
Actser R. I. Consty,1
Actualy,1
Actuary,1
Actuary of Armagh Savings Bank. Clerk of Petty Session,1
Actuary of Saving Bank,1
Actuary of Savings Bank and c,1
Acultre Labourer,1
Adavertising Agent,1
Addg School,1
Ade Man Domestic Servant,1
Adecutere Labourer,1
Adertraing Inspector,1
Adg Sergt R I Consty,1
Adhesiver,1
Adjuster of Weights,1
Adjustor of Wright,1
Adjutant and Dist Insp? R I C,1
Administrator Pro Cathedral Marlbro'd Dublin,1
"Administrator of Saint Michaels Church, Denmark H",1
Admiral R N. Retired,1
Admiralty,1
Adopted Child,1
Adopted Niece,1
Adopter Daughter,1
Adressmaker Assistant,1
Adrly Traveller,1
Advance Survey Officer,1
Advertesing Agent,1
Advertising Agent B A T C D L M,1
Advertising Agent Unemployed,1
Advertising Canvasser,1
Advertising Clerk,1
Advertising Contractor Dealer in Window Letters Signs and Brass Shop Window Fitting,1
Advertising Contructor,1
Advertising Lady Clerk,1
Advertising Manager Newspaper,1
Advertising Traveller,1
Advertising agent,1
Advertizing Agent,1
Advertizing Canvasser,1
Aeevlontank,1
Aerated Bottler,1
Aerated Master Manufacturer,1
Aerated Water,1
Aerated Water Factory Clerk,1
Aerated Water Manufacts,1
Aerated Water Works Manager,1
Aeting Sergt R. I. C,1
Afarn Beamer,1
Afflictal,1
African Missions,1
After Cattle,1
After Keeping for Life on the Farm,1
After Leaving School,1
Ag Co Labourer,1
Ag Farm Manager of Laboure,1
Ag General Servant,1
Ag Laberour,1
Ag Labor,1
Ag Labouber,1
Ag Labourer Farmer,1
Ag Labourer Retired,1
Ag Labourer at Mill,1
Ag Labourer on Farm,1
Ag Labourer's Mother,1
Ag Labourer's Sister,1
Ag Labourer's Wife,1
Ag Labourers Mother,1
Ag Labrour,1
Ag Labrourer Formerly,1
Ag Labrourers Widow,1
Ag in Labourer,1
Ag. Labourer's Son,1
Ag. Labourers Daughter,1
Ag. Labourers Wife,1
AgL Labourer,1
Agacultral Laboerer,1
Against Domestic Servant,1
Agal Labourer,1
Agal Labourers,1
Agaltar Labourer,1
Agan Building,1
Aganist,1
Agant Insurance,1
Agar Labour,1
Agaricler Labourer,1
Agcr Labourer,1
Agct Labourer,1
Agctl Labourer,1
Agculr Labourer,1
Age,1
Age 34 Weaver,1
Age Servant,1
Ageant House,1
Agecultural Labourer,1
Aged Unemployed,1
Agel Labourer Pensioner 100st Canadian Reg,1
Agency Clerk,1
Agency Inspector,1
Agency Manager for Manure Manufactures,1
Agent ?,1
Agent ? Board Irish Land Commission,1
Agent ? Irish,1
Agent ? and Collector,1
Agent Advertising Tablets,1
Agent All Company,1
Agent Army Accoutrements,1
Agent Assurance,1
Agent Ast Branch,1
Agent B of J,1
Agent Bank,1
Agent Book,1
Agent Boot,1
Agent Boots,1
Agent Borefit Society,1
Agent Brewery,1
Agent Builders Providers,1
Agent Building Society,1
Agent Canadian Government,1
Agent Cement and c,1
Agent Ch Mann?,1
Agent Cicyel,1
Agent Clerk,1
Agent Cloathing,1
Agent Coal,1
Agent Coal Stone,1
Agent Commission Provisions,1
Agent Comn,1
Agent Corn Trade,1
Agent Corn and Savage Trade,1
Agent Cram and Son Pianos,1
Agent Cycle,1
Agent Drapery Bus.,1
Agent Drapery Business,1
Agent Dropeny,1
Agent Drugs,1
Agent Dublin City Mission,1
Agent Electrical Supplies,1
Agent Farm Machinery,1
Agent Financial,1
Agent Flour Trade Food Stuff,1
Agent Flour and House,1
Agent Flower,1
Agent For Draper,1
Agent For House Property,1
Agent For Limerick,1
Agent For Woolen Wearing,1
Agent Fortea,1
Agent Frent,1
Agent G N Rly,1
Agent G S and W K,1
Agent General,1
Agent General Hardware,1
Agent Glass,1
Agent Glove and Scarf Trade,1
Agent Goodbodys Tobacco,1
Agent Grain,1
Agent Grand Canal Co,1
Agent Grand Canol Co,1
Agent Grocery,1
Agent Grord Coral Co,1
Agent Hardware,1
Agent Hardware in Wholesale Establish,1
Agent Irish Temperance Leqre,1
Agent Irish and Mission,1
Agent Iron,1
Agent Iron Trade,1
Agent J.P.,1
Agent Ladies Under Clothing,1
Agent Land and Magistrate,1
Agent Linen,1
Agent Linens,1
Agent Lingers Machine,1
Agent Low Seaing Machines,1
Agent Machiese,1
Agent Marine Insurance Co and Managing Clerk to Firm of Govt Stock Broker,1
Agent Mineral Water,1
Agent Mineral Waters,1
Agent Misceellaneous,1
Agent Musical Instruments,1
Agent Niece and Spirit,1
Agent Oil and Insurance,1
Agent Out of Employment,1
Agent Pandenties A.C,1
Agent Paper and C,1
Agent Passenger Stanmeyer,1
Agent Pensioner R I C,1
Agent Pianos,1
Agent Prodential Assurance,1
Agent Prudential,1
Agent Prudential App Comp,1
Agent Prudential Assurance Co,1
Agent Prudential Company,1
Agent Prudential Gas Coy Ltd,1
Agent Pullars Dye Works,1
Agent Quarries Slate,1
Agent R of P W Work,1
Agent Railway,1
Agent Rents collecting,1
Agent Rope Trader,1
Agent Rubber Stamps,1
Agent Sanitary E?tten,1
Agent Scottish Legal Society Insurance Agent,1
Agent Scripture Reader,1
Agent Sewing Machine,1
Agent Sewing Machines,1
Agent Sewing MfC,1
Agent Shepperd,1
Agent Shipping,1
Agent Shop,1
Agent Shops Wories,1
Agent Singer Co,1
Agent Singer In,1
Agent Singers Corny,1
Agent Singers Machines,1
Agent Singers Sowing Machine,1
Agent Singr Seway Machines Company,1
Agent Soft Goods,1
Agent Son,1
Agent Steamship,1
Agent Tea,1
Agent Tea Assistant,1
Agent Tea and Wine Trade,1
Agent Textile Manfr,1
Agent Theatre,1
Agent Tobacco,1
Agent Tobacconist,1
Agent Tourist Development,1
Agent Traveller,1
Agent Travelling,1
Agent Whiskey,1
Agent Wholesale Grocers,1
Agent Wine and Spirit,1
Agent Woollen,1
Agent Woollen and Cotton Goods,1
Agent Yeast Co,1
Agent and Baker,1
Agent and Caretaker,1
Agent and Civil Bill Officer,1
Agent and Clerk,1
Agent and Collector,1
Agent and Commercial Traveller,1
"Agent and Comr Traveller Grocery, Drap, Pror and C",1
Agent and Contractor,1
Agent and Correspondent,1
Agent and Court House Keeper Civil Bill Officer Sexton Farmer and Pensioner,1
Agent and Director Wine and Spirit Trade,1
Agent and Hotel Proprietor,1
Agent and House Owner,1
Agent and Journalist,1
