occupationClaude,count
Head of Family Farmer,2
Headsman,2
Heakler,2
Healp For Mother,2
Heam Stitcher,2
Heam Stitching,2
Heamstich Smother,2
Heamstichers,2
Heard Shepherds,2
Heard Wife,2
Heard and Farmer,2
Heard's Wife,2
Heartgage and Dividinds,2
Heater,2
Heater Bay Ship Yard,2
Heater Boy Attendent Ship Building Works,2
Heater Boy Shipyard,2
Heater Boy in Ship Yd,2
Heating Engneer,2
Heating and Ventilating Engineer,2
Heator Boy in Ship Yd,2
Heator boy in Ship Yeard,2
Hecklar,2
Hedle Maker,2
Help Housekeeping,2
Help at Farming,2
Help at House Keeping,2
Help in House Duties,2
Help in Shop,2
Helper in Dye Mill,2
Helper in House Work,2
Helper in Ship Yard,2
Helper in Stable,2
Helper to Father,2
Helping Bottle Works,2
Helping at House Work,2
Helping her Mother,2
Helping in Farm,2
Helping in Home Work,2
Helpmeet,2
Helps Her Mother,2
Helps Mother,2
Helps Mother House Keeping,2
Helps at Home,2
Helps on Farm,2
Helps to Labour the Farm,2
Hem Sitcher,2
Hem Stetching,2
Hem Sticher in Warehouse,2
Hem Sticther,2
Hem Stitch,2
Hem Stitcher in Warehouse,2
Hem Stitcher in Wareroom,2
Hem Stitcher of Linen,2
Hemcer,2
Hemchistcher,2
Hemmsticher,2
Hemp Heepler,2
Hemp Spinner in Rope Factory,2
Hems Drawer in Factory,2
Hemstcher,2
Hemsticher Factory Worker,2
Hemsticher Ware Room,2
Hemsticher in Linen Factory,2
Hemsticher in Wareroom,2
Hemstitch Forewoman,2
Hemstitch Machinest,2
Hemstitcher Factory,2
Hemstitcher at Home,2
Hemstitcher in Cloth Factory,2
Hemstitcher of Linen in Factory,2
Hemstitching Factory,2
Hemstitching Machine,2
Hemstitchr,2
Hemstitsher,2
Hemstress,2
Hera,2
Herd Caretaker,2
Herd Farm,2
Herd Genl Labourer,2
Herd Labourer,2
Herd Servant,2
Herd and,2
Herd and Army Pensioner,2
Herd and Balife,2
Herd and Caretaker on Farm,2
Herd and Cartaker,2
Herd and Farm Labr,2
Herd and Laborer,2
Herd and Shepard,2
Herd and Shepperd,2
Herd of Cattle,2
Herd's Assistant,2
Herd. Domestic Servant,2
Herdess,2
Herdinson,2
Herds Assistant,2
Herds Daugher,2
Herds Daughtor,2
Herds Domestic Servant,2
Herds Farm Labourer,2
Herds Grand Daughter,2
Herds Mans Wife,2
Herds Servant,2
Herdsman Domestic,2
Herdsman Unemployed,2
Herdsman and Caretaker,2
Herdsmans Son,2
Herdsmans Wife,2
Herdswife,2
Hestitcher,2
Hide and Feather Dealer,2
Hide and Skin Buyer,2
Hide and Skin Dealer,2
High St School,2
Highter Man,2
His Daughter,2
Hk,2
Hkf Dryer,2
Hkf Smother,2
Hkfs Ornamentor,2
Hkfs Stitcher,2
Ho Wife,2
Ho and Parlour Maid Domestic Servant,2
Ho. Keeper,2
Hockney Car Driver,2
Hockster,2
Hoiser,2
Hoisery,2
Hoist Boy,2
Hoist Man in Mill,2
Holder Up at Ship Yard,2
Holder Up in Ship Yd,2
Holder of Government Stock,2
Holder of Land,2
Holder on in Shipyard,2
Holder up in Shipyard,2
Holds a Farm,2
Hollys Ornamenter,2
Holy Orders,2
Home Carpenter,2
Home Domestic Work,2
Home Duites,2
Home Employ,2
Home House Worker,2
Home Industeries,2
Home Instruction's,2
Home Laundress,2
Home Manageress,2
Home No Business,2
Home Ruler,2
Home W K,2
Home Wife,2
Home none,2
Home work,2
Homehouse Keeper,2
Homes,2
Hon. Superintendent Soldiers Homes,2
Honble. and J. P and Land Owner,2
Honer Occupation,2
Honers and C,2
Honourable Going on Interest of Money Master,2
Hook Maker,2
Hooker,2
Hoosiers Porter,2
Hores Keeper,2
Hors Decorator,2
Horse Blacksmith Shoer,2
Horse Blocker,2
Horse Buyer,2
Horse Choer,2
Horse Delar,2
Horse Driver on Canal,2
Horse Expater,2
Horse Framer,2
Horse Jackey,2
Horse Jobber,2
Horse Jockey and Trainer's Son,2
Horse Shoeing,2
Horse Shoer and General Smith,2
Horse Shoer and Tranier,2
Horse Shoers,2
Horse Shore,2
Horse Shower,2
Horse Trainer Unemployed,2
Horse Tranier,2
Horse and Cart Driver,2
Horsedealers Groom,2
Horseshoer Master,2
Horseshoer and Smith,2
Hose Knitters,2
Hose Maker,2
Hose Pipe Maker,2
Hose Wife,2
Hosery Knitter,2
Hosewife,2
Hosier Machinest,2
Hosier's Assistant,2
Hosiery Buyer,2
Hosiery Frame Work Knitter,2
Hosiery Hecitter,2
Hosiery Knitters,2
Hosiery Knitting,2
Hosiery Machine Knitter,2
Hosiery Machinist,2
Hosiery Manager,2
Hosiery Manufacture,2
Hosiery Manufacturers,2
Hosiery Mender,2
Hosiery Passer,2
Hosiery Presser,2
Hosiery Warehouse Boy,2
Hosp. Nurse,2
Hospital Messenger,2
Hospital Nurse Domestic,2
Hospital Nurse Domestic Servant,2
Hospital Nurse Matron,2
Hospital Nurse Pro,2
Hospital Nurse Probationer,2
Hospital Nurse of Workhouse,2
Hospital Nursing Superintendent,2
Hospital Warder,2
Hosptl Nurse,2
Hospts Nurse,2
Hostler Domestic Servant,2
Hotel Attendant,2
Hotel Bookeeper,2
Hotel Boots Domestic,2
Hotel Cook Domestic,2
Hotel Croprator,2
Hotel Keeper Draper,2
Hotel Keeper and Confectioner,2
Hotel Keeper and Merchant,2
Hotel Managerer,2
Hotel Managress,2
Hotel Porter's Son,2
Hotel Prop,2
Hotel Propretor,2
Hotel Proprieters,2
Hotel Proprietess,2
Hotel Proprietior,2
Hotel Proprietor and Auctioneer,2
Hotel Proprietores,2
Hotel Proprietors Daughter,2
Hotel Proprioter,2
Hotel Propriotress,2
Hotel Propritoress,2
Hotel Servant Boats,2
Hotel Servant Boots,2
Hotel Servent,2
Hotel Waiter Unemployed,2
Hotel Waiteress,2
Hotel Waitor,2
Hotel and Restaurant Keeper,2
Hotel and Shop Keeper,2
Hotel keeper,2
Hotele Keeper,2
Hotelkeeper's Daughter,2
Hotell Keeper,2
Hou. Worker,2
Houese Keeper,2
Hous Keeper at Home,2
Hous Painter,2
House Atendant,2
House Builder and Contractor,2
House Buisiness,2
House Carpenter Retired,2
House Carpenter and Builder,2
House Carpenter's,2
House Cater,2
House Cleaning Inspector,2
House Clipper,2
House Contractor,2
House Dutie,2
House Dutys,2
House Dutys only,2
House Farm Work,2
House Fife,2
House Finisher,2
House Furnisher Master,2
House Furnishing Salesman,2
House Furnishings and Furniture Manufacture,2
House Help and Lace Worker,2
House Hold Affairs,2
House Hold Asistent,2
House Hold Draper,2
House Hold Employment,2
House Hold Maide,2
House Hold Occupation,2
House Holder Private,2
House Holders,2
House Hould,2
House Industries,2
House Keeeper,2
House Keepeing and Teaching,2
House Keeper Bank of Ireland,2
House Keeper Cervent,2
House Keeper D. Servant,2
House Keeper Domc Servt,2
House Keeper Domes,2
House Keeper Domestic Serv,2
House Keeper Domestic Servan,2
House Keeper Domestic Sevt,2
House Keeper Domestic servant,2
House Keeper General Domestic Servant,2
House Keeper Seamstress,2
House Keeper Soldiers Wife,2
House Keeper Son,2
House Keeper Widow,2
House Keeper Woman,2
House Keeper and Cook Domestic Servant,2
House Keeper and Dressmaker,2
House Keeper and Machinist,2
House Keeper and Seamstress,2
House Keeper and Wife,2
House Keeper for Brother,2
House Keeper for Husband,2
House Keeper for Self,2
House Keeper for Son,2
House Keeper to Brother,2
House Keeper to Husband,2
House Keeper's,2
"House Keeper, Unemployed",2
House Keeperer,2
House Keepers Domestic Servant,2
House Keepers Son,2
House Keepin at Home,2
House Keeping Domestic,2
House Keeping General,2
House Keeping No Occupation,2
House Keeping and C,2
House Keeping and Farmer,2
House Keeping and Lands Shop,2
House Keeping at home,2
House Keeping for Family,2
House Keeping in House,2
House Keeps,2
House Kepeer,2
House Keppers,2
House Kepping,2
House Keppr,2
House Kepy,2
House Labour,2
House Land Agent,2
House Land and Estate Agent,2
House Laundress,2
House Maid D Sert,2
House Maid D Servt,2
House Maid D. Servt,2
House Maid Do Servt,2
House Maid Dom,2
House Maid Dom Servt.,2
House Maid Dom. Servant,2
House Maid Domc,2
House Maid Domest Servant,2
House Maid Domestic Serv,2
House Maid Domestic Serv.,2
House Maid Domestic Sevat,2
House Maid Domestic Unemployed,2
House Maid Domtc Servant,2
House Maid Servt,2
House Maid Waitress,2
House Maid and Cook,2
House Maid and Domestic Servant,2
House Maid and c,2
"House Maid, Servant",2
House Maid. Domestic,2
House Make,2
House Mate,2
House Merchant,2
House Mistrees,2
House Mother,2
House Nurse,2
House Occupation,2
House P Maid,2
House P. Maid,2
House Painte,2
House Painter Apprentice Empd,2
House Painter Decorator,2
House Painter Etc,2
House Painters,2
House Painting Contractor,2
House Paints,2
House Parlour Domestic,2
House Parlour Maid Servant Domestic,2
House Parlourmaid Servant,2
House Prop,2
House Property Dividends,2
House Property Gentle Woman,2
House Property Holder,2
House Property House Keeper,2
House Property Householder,2
House Property Independant,2
House Property Land Lady,2
House Property Landlady,2
House Property Private,2
House Property Private Money,2
House Property and Divison,2
House Property and Investments,2
House Propritor,2
House Rents and Bank Shares,2
House Rents and Interest,2
House Roofer,2
House Servt,2
House Setting,2
House Wife Domestic Servant,2
House Winder,2
House Work DS,2
House Work Etc,2
House Work at House,2
House Work in Home,2
House Wourk,2
House and Church Decorator,2
House and Dairy Maid,2
House and Farm,2
House and Farm Servant,2
House and For Farm Farmer,2
House and Land Accres,2
House and Land agent,2
House and P Maid,2
House and Parlor maid,2
House and Parlour Maid D Servant,2
"House and Parlour Maid, Domestic",2
House and Parlour maid,2
House and Parlour maid Domestic Servant,2
House and Shop Keeper,2
House and Spirit Mt,2
House and Table Maid,2
House and Wife,2
House and Yarm Work,2
House carpenter,2
House from School,2
House hold Duties,2
House hold Occupation,2
House keeper for family,2
House keper,2
House maid Domestic servant,2
House maid Servant,2
House maid domestic servant,2
House's and Land,2
"House, Keeper",2
HouseKeeper Domestic Servant,2
HouseKeeper Domestic Servt,2
HouseMaid,2
HouseWork,2
Housedealer,2
Housedold Work,2
Housefurnisher,2
Household Affairs,2
Household Attendent,2
Household Dealer,2
Household Duties Only,2
Household Employment,2
Household Inhabentant,2
Household Labour,2
Household Manager,2
Household Officers,2
Household Property,2
Household Wife,2
Household Work At Home,2
Household Works,2
Household and Shop Duties,2
Householder Living on Private Income,2
Householder and Farmer,2
Housekeepe Domestic Servant,2
Housekeepeing,2
Housekeeper Attending School,2
Housekeeper Caretaker,2
Housekeeper D. Servant,2
Housekeeper D.S,2
Housekeeper Domestc Servt.,2
Housekeeper Domestic Serv,2
Housekeeper Domestic St,2
Housekeeper General Domestic Servant,2
Housekeeper Kitchen Servant Domestic Servant,2
Housekeeper Mother,2
Housekeeper Private,2
Housekeeper Wife of above,2
Housekeeper and Book Keeper,2
Housekeeper and Grocer,2
Housekeeper and Machinist,2
Housekeeper and Spinster,2
Housekeeper for Brothers,2
Housekeeper for Family,2
Housekeeper for Son,2
Housekeeper to Brother,2
Housekeeper to her Brother,2
Housekeeper's,2
"Housekeeper, Cook",2
"Housekeeper, D. Servant",2
"Housekeeper, Domestic Svt",2
Housekeepers Assist,2
Housekeepers Daugher,2
Housekeeping Pensioner's Wife,2
Housekeepir,2
Housekeeps,2
Housekepeer,2
Housekeping,2
Housekipper,2
Housekper,2
Housemaid D Servt,2
Housemaid D. S,2
Housemaid D. Ser,2
Housemaid D. Sert,2
Housemaid Dom.Servant,2
Housemaid Domc Servt,2
Housemaid Domes Ser,2
Housemaid Domestic Servat,2
Housemaid Domestic Servnt,2
Housemaid Domestic Srvt,2
Housemaid Domestic Unemployed,2
Housemaid Domestick Servant,2
Housemaid Etc,2
Housemaid General Domestic Servant,2
Housemaid Parlour Maid,2
Housemaid Waitress Domestic Servant,2
Housemaid and Cook Domestic Servant,2
Housemaid and Domestic Servant,2
Housemaid domestic Servant,2
Housemaid in Hotel,2
Housemaid not in Occupation,2
Housemaid servant,2
Housemaid. Domestic,2
Housen Keeper,2
Houseold Work,2
Housepeeper,2
Housepkeeper,2
Houseproperty,2
Houses Dividends Annuity,2
Houses Dividends Interest of Money,2
Houses Property,2
Houses Rly Divds,2
Houses and Carn,2
Houses and Cattle,2
Houses and Interest on Money,2
Houses money,2
Houses of Dividends,2
Houseservants,2
Housewif,2
Housewife Domestic,2
Housework Seamstress,2
Houshold Duties,2
Houskeepeer,2
Houss Keeper,2
Howker,2
Howl Dealer,2
Hpl of The King's Spool Regt,2
Hrds Man,2
Hresemaker,2
Hse Keeper,2
Hse Maid Domestic Servant,2
Huckster in Fish,2
Hunting Groom,2
Huntsman Domestic Servant,2
Hurter,2
Husband Working in Dublin,2
Husband's Income,2
Huse Keeping,2
Husewife,2
Hutchinson St Ns,2
Hydraulic Engineer,2
I C A Ordnance Survey,2
I C Student,2
I Clerk and Telpt Post Office,2
I Follow no Profession before means of Inbristence one in receipt of Pension from Government and of Annuity from Army Medical Widow Fund Society Name and ? of my late Husband Surgeon Major James Henry Hannagan A.M.D,2
I P Farmer,2
I. P. Merchant,2
I.C Pensioner,2
I.P.,2
I.P. Farmer,2
I.P. Land Agent,2
I.P. Land Owner,2
I.P. Linen Manufacturer,2
I.P. and D.L.,2
Ice Cream Manufacturer,2
Ice Cream Merchant,2
Ice Greams Vendor,2
Icream Dealer,2
Idle Pet,2
Iliterate,2
Illiterate,2
Illuminating and Heraldic Arhot,2
Illuminatry Artist,2
Imbicile,2
Imbordier,2
Imbrodier,2
Imbroidern,2
Imperial Y.,2
Imperial Yeoman,2
Imployd on Farm,2
Imployed on Farm,2
In Bakery,2
In Bleachworks,2
In Bottling Stores,2
In Buisness,2
In Care of House,2
In Door Postman,2
In Door Servant,2
In Drapery Commercial Traveller,2
In Factory Employed,2
In Factory Shirt,2
In Father Office,2
In Father's Business,2
In Flax Mill,2
In Flax Spinning Mill Drawer,2
In Flax Spinning Mill Reeler,2
In Gasworks,2
In Home,2
In Landerry,2
In Landry Maid,2
In Laundry Works,2
In Linnin Wareroom,2
In Mill Doffer,2
In No Business,2
In Printing Office,2
In Private Life,2
In Public Works,2
In R. I. C as H. C.,2
In Roveing Roon,2
In Service,2
In South Africa,2
In Stocked Shares,2
In They House,2
In Tobbacco Factory,2
In Wareroom,2
In Woolen Factory,2
In a Factory,2
In the Army,2
In the Home,2
In the Mill,2
Inc of Land and Investments,2
Inc. from Houses and Dividends,2
Incom Derived from Land and c,2
Incom From Dividends,2
Incom from Dividends,2
Incom from House,2
Incom from Interest,2
Income Chiefly ?om Land,2
Income Chiefly from Land,2
Income Derised from Bank Dividends,2
Income Derived,2
Income Derived Dividends and C,2
Income Derived From Devidends,2
Income Derived From Dividend Private No Occupation,2
Income Derived From Farm,2
Income Derived From Interest of Money,2
Income Derived From Interests of Money,2
Income Derived From Land and c,2
Income Derived Home Dividend,2
Income Derived None Interest on Shares,2
Income Derived Some Divds,2
Income Derived from Annuities and Dividends,2
Income Derived from Devidend,2
Income Derived from Dividend,2
Income Derived from Dividends Etc.,2
Income Derived from Dividends and Boarders,2
Income Derived from Dividends and Interest of Money,2
Income Derived from Dividents,2
Income Derived from House Property and Dividends,2
Income Derived from Houses,2
Income Derived from Houses and Interest of Money,2
Income Derived from Houses interest of Money,2
Income Derived from Land Dividends,2
Income Derived from Land Houses Dividends,2
Income Derived from Letting Apartment,2
Income Derived from Property,2
Income Derived from Share,2
Income Derived from Shares and Land,2
Income Dervied from House Property and Investment,2
Income Divided from Dividends,2
Income Divided from Property,2
Income From,2
Income From Dinders,2
Income From Dividends and Annuities,2
Income From Dividents,2
Income From Houses Land and Interest of Money,2
Income From Houses and Land,2
Income From Interest,2
Income From Investment,2
Income From Investments,2
Income From Land Interest From Money,2
Income From Land and Divides,2
Income From Landed Property,2
Income From Lands,2
Income Home Investment,2
Income Iron Houses,2
Income Land Property,2
Income Land and Deirdent,2
Income Licensed from Dividends,2
Income Mortgage,2
Income Private Property,2
Income Tax Clerk,2
Income for Dividends and Interest on Money,2
Income form Dividends,2
Income fr Land,2
Income fr. Dividends,2
Income from Annuties,2
Income from Bank of House Property,2
Income from Boarders,2
Income from Devidends,2
Income from Divd,2
Income from Divds and Houseproperty,2
Income from Divided,2
Income from Dividends Houses Lands,2
Income from Dividends and House,2
Income from Dividends and House Property No Profession,2
Income from Dividends etc,2
Income from Hous Propert,2
Income from House Dividends,2
Income from House Holder,2
Income from House Property Private Means,2
Income from House Property and Investments,2
Income from House Rents,2
Income from House and Land,2
Income from House and Lands,2
Income from Houses Dividends a Interest,2
Income from Houses Lands Dividends,2
Income from Houses and Lands,2
Income from Houses and Langh,2
"Income from Houses, Dividends, and Interest on Money",2
Income from Husband Serving in Army,2
Income from Interest on Money No Occupation,2
Income from Invested Capital,2
Income from Invested Money,2
Income from Land Dividends Pension,2
Income from Land Houses Dividends,2
Income from Land Houses and Dividends,2
Income from Land None,2
Income from Land and ?,2
Income from Land and Dividends No Profession,2
Income from Land and House,2
Income from Land and Investments,2
Income from Land and Property,2
Income from Land and c and c,2
Income from Lands and Dividends,2
Income from Money Investments,2
Income from Money in Bank,2
Income from Nothing House Property,2
Income from Property and c,2
Income from Rents and C,2
Income from and Land Houses,2
Income on House Property,2
Income on Money,2
Income on Property,2
Income to House and Lands,2
Incomes Derived from House Property and Ground Rents,2
Incomes From Dividends,2
Incumbent Church of Ireland,2
Independant Retried Merchant,2
Independent Income,2
Independent Means No Occupation,2
Indepent Means,2
India Rubber merchant,2
Indian Meal Mill Labourer,2
Indian Meal Miller,2
Indigent,2
Indoor Apprentice and Dress Making,2
Indoor Custom House Clerk,2
Industrial School Child,2
Infand,2
Infant Domestic,2
Infant No Occupation,2
Infant Preserver Nurse,2
Infant's,2
Infante,2
Infantitine,2
Infantry,2
Infants at Home,2
Infeant,2
Infirmary Nurse Nun,2
Infirmary Nurse of Workhouse,2
Infonts,2
Informary Nurse,2
Inft.,2
Ingen Driver,2
Ingenior,2
Ingin Driver,2
Ingine Cleaner,2
Ingine Driver,2
Inland From Dividead,2
Inland Revenue Officer 1st Class Excise Branch,2
Inmate of Charitable Inst,2
Inn Founder,2
Inn Keeper and Carpenter,2
Inn and Out Labourer,2
Inreceipt of Out Door Relief,2
Inside House Work,2
Inside Servant,2
Inspector N Schools,2
Inspector N.S.P.C.C.,2
Inspector U.S.P.C.A,2
Inspector of Insurance,2
Inspector of National Schools,2
Inspector of Natl School,2
Inspector on Railways,2
Inst of Lymnoster,2
Instructed to home,2
Instructer at Home,2
Instructes at Home,2
Instruction Athome,2
Instruction Home,2
Instruction at Home Scholar,2
Instruction at School,2
Instruction at home,2
Instruction at home Daughter,2
Instructions At Home,2
Instructul at Home,2
Instuition at House,2
Insurance Accountant,2
