occupationClaude,count
Sorting Clerk G.P.O. Pensioner,1
Sorting Clerk GPO Dublin,1
Sorting Clerk General Post Office Belfast,1
Sorting Clerk P O Cork,1
Sorting Clerk Super Annuated,1
Sorting Clerk T.S.C G P. Office,1
Sorting Clerk T.S.C. G.P. Office,1
Sorting Clerk Telegrahist Postal Telegraphs,1
Sorting Clerk Telegraphist Post Office,1
Sorting Clerk and ?sh G P O Kilkenny,1
Sorting Clerk and GPO on Telegraphist,1
Sorting Clerk and Talt,1
Sorting Clerk and Tech G.P.O,1
Sorting Clerk and Tel G P O,1
Sorting Clerk and Tel G P O Dublin,1
Sorting Clerk and Tel G.P.O,1
Sorting Clerk and Tel G.P.O Belfast,1
Sorting Clerk and Tel and G.O.V Dublin,1
Sorting Clerk and Tel't G P O,1
Sorting Clerk and Teleg,1
Sorting Clerk and Telegrapest Genl Post. Office,1
Sorting Clerk and Telegraph Post Office,1
Sorting Clerk and Telegraph of Post Office,1
Sorting Clerk and Telegrapher,1
Sorting Clerk and Telegrapher General Post Office,1
Sorting Clerk and Telegraphes Lab,1
Sorting Clerk and Telegraphest in P. O.,1
Sorting Clerk and Telegraphic G P O Dublin,1
Sorting Clerk and Telegraphics,1
Sorting Clerk and Telegraphist G. P. C.,1
Sorting Clerk and Telegraphist G. P. O,1
Sorting Clerk and Telegraphist G.P.O. Dublin,1
Sorting Clerk and Telegraphist Gpo Dublin,1
Sorting Clerk and Telegraphist P O,1
Sorting Clerk and Telegraphist P. O,1
Sorting Clerk and Telegraphist P. O.,1
Sorting Clerk and Telegraphist Post Office Dept.,1
Sorting Clerk and Telegraphist Post Office Porradown,1
Sorting Clerk and Telegraphist Sorting Office G P O,1
Sorting Clerk and Telegraphist Supervising Post Office,1
Sorting Clerk and Telegraphist and Prorsicial Clerk in Charge,1
Sorting Clerk and Telegraphist and Supervising Officer Post Office,1
Sorting Clerk and Telegraphist at Post Office,1
Sorting Clerk and Telegraphist in G P O,1
Sorting Clerk and Telegraphist in G.P.O.Cork,1
Sorting Clerk and Telegraphist in General Post Office,1
Sorting Clerk and Telegraphist on G. P. O.,1
"Sorting Clerk and Telegraphist, G.P.O Dublin",1
"Sorting Clerk and Telegraphist, Postoffice",1
Sorting Clerk and Telegrapist Civil Service G P O Dublin,1
Sorting Clerk and Telegraptist,1
Sorting Clerk and Telegrarhist G.P.O,1
Sorting Clerk and Telegrphist Post Office Dublin,1
Sorting Clerk and Telegrst and P Officer,1
Sorting Clerk and Telegst,1
Sorting Clerk and Telegst Postoffice,1
Sorting Clerk and Telegt G P O,1
Sorting Clerk and Telepr,1
Sorting Clerk and Telg't,1
Sorting Clerk and Telgh G P O,1
Sorting Clerk and Telgs't G. P. O,1
Sorting Clerk and Telgst,1
Sorting Clerk and Telgst. P.O.,1
Sorting Clerk and Telgt G P O,1
Sorting Clerk and Telgt Post Office,1
Sorting Clerk and Telst G P O,1
Sorting Clerk and Telt G.P.O,1
Sorting Clerk and Telt Postal Dept,1
Sorting Clerk and Telt Supering Postoffice,1
Sorting Clerk in G.P.O,1
Sorting Clerk in P. O.,1
Sorting Clerk in Telegraph Office,1
Sorting Clerk of G.P.O,1
Sorting Clerk or sett g.p.o Dublin,1
Sorting Clerk&Telegraphist G. P. O,1
"Sorting Clerk, G.P.O",1
"Sorting Clerk, P. O.",1
"Sorting Clerk, and Telegraphist",1
Sorting Clerk. Post Office,1
Sorting Clerks Telegraphist Post Office,1
Sorting Clk G.P.O.,1
Sorting Clk and Telegpist,1
Sorting Clk and Telegraph,1
Sorting Clk. and Telegraphist G.P.O,1
Sorting Flowers Tel G P O Dn,1
Sorting Post Clerk Office,1
Sorting Posting Postman,1
Sorting Postman G P O,1
Sorting Thread in Tweed Factory,1
Sorting and Tel Clerk,1
Sorting and Telegraph Clerk P. B,1
Sorting clerk and Telegraphist G P O,1
Sorting. Clerk and Tel. G.P.O,1
Sortinig Clerk and Telegraphist,1
Sortor General Post Office London now on Vacation,1
Sortor in a mill,1
Sotocks and Shares Lady,1
Souier,1
Soul Agent,1
Soular,1
Souldier Penchner,1
Soule House Property,1
Soultry Dealer,1
Soundkeeper,1
Soup Packet Maker,1
Soupture Reader,1
Source of Income Annuity Interest of Money,1
Souring Maid,1
South Africa Capetown,1
South African Constabulary,1
South Monastery,1
South Staff Ra? Retired Major and R.M,1
Souting Clerk,1
Sov Asst Where Sov Pr Inland,1
Sov. and P. L.,1
Sow and Knite,1
Sowed Muslin,1
Sowed Musline,1
Sower Seamstress,1
Sowing Embrordry,1
Sowing Gerl,1
Sowing Linen,1
Sowing Machinest,1
Sowing Machinist,1
Sowing Mistress,1
Sowing Muslin,1
Sowing Sacks,1
Sowing School,1
Sowing School Convent,1
Sowing Woman,1
Sowing and Crotchet,1
Sowing and Kinting and c,1
Sowing and Washing,1
Sowing in House,1
Sown Mistress,1
Sowrer,1
Sp,1
Sp Grocers Assistant,1
Sp Merchant,1
Sp Polisher,1
"Sp'g Factory Clerk, York St",1
Spa Master in Flax Mill,1
Spade Finnisher,1
Spade Maker Finisher,1
Spade Maker and Farmer,1
Spade and Shovel Finisher,1
Spade and Shovle Trade,1
Spade and Stone Manufacturer,1
Spadefinishers Helper,1
Spads Maker,1
Spaid Maker,1
Spaider,1
Spane Finisher,1
Sparen Oil Merchant,1
Sparing,1
Sparring,1
Speader,1
Speader in Spining Mill,1
Spechil Baliff,1
Special Campain Pensioner 19. Battery Royal Artallery,1
Special Caretaker,1
Special Clerk P.O,1
Special Laberour,1
Special Labourer,1
Specialist Music,1
Specialist Technical Work,1
Specialist for the Foot,1
Spectacle Maker,1
Speculator in House Property,1
Speech Mill,1
Speeter in Paper Mill,1
Spemcter,1
Spenc?,1
Spending my Income,1
Spenier,1
Spening Mistress,1
Spenner Wool,1
Spenner in Mill,1
Spenning Mill,1
Spenture,1
Spepherd,1
Sperader,1
Sperading Cloth,1
Spereader in Mill,1
Spereh Merchant,1
Sperit Dealer,1
Sperit Grocer,1
Spg Cage Maker,1
Spg Master,1
Spg Master in Flax Mill,1
Spg Mill Hand ?,1
Spg Millworker,1
Spg Room Oiler,1
Spg. Mill Clerk,1
Spg. Millworker,1
Spien Clark,1
Spigger,1
Spilled Labourer,1
Spin Room Oiler,1
Spin Wool,1
Spin Yarn,1
Spinal Maker,1
Spinctor,1
Spindel Maker,1
Spindel Maker Iron Foundry,1
Spinder Flax Linnen,1
Spinder Turner,1
Spindle Boy,1
Spindle Flier Maker,1
Spindle Maker Turner,1
Spindle Setter,1
Spindle Turnor,1
Spindle and Fiber Trade,1
Spindle and Flya Maker,1
Spindle and Flyer Finisher,1
Spindle and Flyer Manufacturer,1
Spindleturner in Iron Foundry,1
Spineer Wool,1
Spinen Linen,1
Spinener,1
Spiner Wool,1
Spiner Yarn,1
Spiner in Flax Mills,1
Spiners in Yarn Mill,1
Sping Mill Over Seed,1
Spinig Master,1
Spinig Mostr,1
Spining,1
Spining Flax,1
Spining Linen Mill,1
Spining Master in Linen Mill,1
Spining Mill,1
Spining Mill Work,1
Spining Mill Worker,1
Spining Room Keeper,1
Spining Room Spinner,1
Spiningmill,1
Spinn in Linen Factory,1
Spinnar,1
Spinnary Master,1
Spinne Wook,1
Spinne in a Mill,1
Spinneger Mill Doffer,1
Spinnen Mill Employe,1
Spinner Before Marriage,1
Spinner Carder etc,1
Spinner Collard,1
Spinner Doffer Mill Work,1
Spinner Doffers Mill Girl,1
Spinner Domestic Servant,1
Spinner Fax Mills,1
Spinner Flase,1
Spinner Flax Shop,1
Spinner Flax Shop Portere,1
Spinner Flon,1
Spinner Hand,1
Spinner Hill,1
Spinner In Flax Mill Worker,1
Spinner Keeper,1
Spinner Labourer Factory,1
Spinner Lin,1
Spinner Line,1
Spinner Linen Millworker,1
Spinner Linen Thread,1
Spinner Linen Unemployed,1
Spinner Linn,1
Spinner Low,1
Spinner Mill Employee,1
Spinner Mill Flax Spinner,1
Spinner Mill Mechanic,1
Spinner No Occupior,1
Spinner Patent Rope Works,1
Spinner Rofeworks,1
Spinner Room Worker,1
Spinner Rop Works,1
Spinner Rope Factory,1
Spinner Sp R,1
Spinner Spinner,1
Spinner Spinning Factory,1
Spinner Spinning Mill,1
Spinner Spiny Mill,1
Spinner Tobacco,1
Spinner Tobacco M,1
Spinner Tobacco Work,1
Spinner Tobbacco,1
Spinner Twine,1
Spinner Wool in Gilbertstown Factory,1
Spinner Woolen,1
Spinner Woollen Factory,1
Spinner Woollen Mill,1
Spinner Wools,1
Spinner Work,1
Spinner Yard,1
Spinner Yare,1
Spinner Yarn Mill,1
Spinner Yorn,1
Spinner and Linen Factory Worker,1
Spinner and Spg Mill,1
Spinner and Wool Carder,1
Spinner at Factory,1
Spinner at Flax Factory,1
Spinner at Flax Mills,1
Spinner at Rope Works,1
Spinner by trade,1
Spinner in F Mill,1
Spinner in Factor,1
Spinner in Factors,1
Spinner in Factory Linen,1
Spinner in Falx Mill,1
Spinner in Flax App Mill,1
Spinner in Flax Mill Hand,1
Spinner in Flax Mill Mill Worker,1
Spinner in Flax Spg. Mill,1
Spinner in Flax Spinning co,1
Spinner in Flax Spng Mill,1
Spinner in Flex Spinning Mill,1
Spinner in Flor Mill,1
Spinner in Line Factory,1
Spinner in Linen Factory Yarn,1
Spinner in Linen Spping Factory,1
Spinner in Liner Factory,1
Spinner in Liner Mills,1
Spinner in Linon Mill,1
Spinner in Mill Factory Worker,1
Spinner in Mill Spinning Factory,1
Spinner in Roapwalk,1
Spinner in Ropeworker,1
Spinner in S Mill,1
Spinner in Spinng Factory,1
Spinner in Spinnig Mill,1
Spinner in Spinning,1
Spinner in Thread Mill,1
Spinner in Timber Works,1
Spinner in Yarn,1
Spinner in Yarn Factory,1
Spinner in a F Spinning Mill,1
Spinner in a Woollen Factory,1
Spinner in the Factory,1
Spinner in the Mill,1
"Spinner in, Mill",1
Spinner mill,1
Spinner of Flax Mill Worker,1
Spinner of Flax in Sp Mill,1
Spinner of Flax in Thread Factory,1
Spinner of Linen Yarn,1
Spinner of Tobacco,1
Spinner of Wooll,1
Spinner of at of Work,1
Spinner of wool,1
Spinner on Bag Factory,1
"Spinner, Flax Mills",1
"Spinner, Flax, Factory",1
"Spinner, Manilla in Rope Factory",1
"Spinner, Yarn",1
Spinners Assistant Flax Mills,1
Spinners Assitant,1
Spinners Daffer Mill Worker,1
Spinners Doff Mill Worker,1
Spinners Doffer Mill Work,1
Spinners Doffer Millworker,1
Spinners Doffers,1
Spinners Doffers Mill Girl,1
Spinners Doffers Millworker,1
Spinners Helper in Factory,1
Spinners Yarn Doffer,1
Spinners in Mill,1
Spinnery Master,1
Spinneter,1
Spinng Room Weaver in Flax Mill,1
Spinnier in Spinning Mill,1
Spinnig Doffer,1
Spinnig Master in Flax Mill,1
Spinning Attendant,1
Spinning Boom Boy,1
Spinning Caging,1
Spinning Clerk,1
Spinning Co,1
Spinning Depart,1
Spinning Domestic Servant,1
Spinning Factory Spinner in Mill,1
Spinning Fitter Foundry,1
Spinning Fitter in Works,1
Spinning Flax,1
Spinning Flox Rooms,1
Spinning Frame Maker,1
Spinning Labr in Linen Mill,1
Spinning Laying,1
Spinning Linen,1
Spinning Linen Master,1
Spinning M Mill,1
Spinning Malaster,1
Spinning Maste,1
Spinning Master Apprentice in Linen Factory,1
Spinning Master Curs Looker,1
Spinning Master Flax Factory,1
Spinning Master Linen,1
Spinning Master Linen Factory,1
Spinning Master in Flax Mill,1
Spinning Master in Linen Factory,1
Spinning Master in Sping Mill,1
Spinning Mehanic,1
Spinning Mill Blacksmith,1
Spinning Mill Boy,1
Spinning Mill Clerk,1
Spinning Mill Dresser,1
Spinning Mill Employee,1
Spinning Mill Flax Apprentice,1
Spinning Mill Flax Spred,1
Spinning Mill Gate Keeper,1
Spinning Mill Gatekeeper,1
Spinning Mill Linen Weaver,1
Spinning Mill Machine Master,1
Spinning Mill Machinery Cleaner,1
Spinning Mill Manager Unemployed,1
Spinning Mill Mechanic Fitter,1
Spinning Mill Mgon,1
Spinning Mill Oiler,1
Spinning Mill Operator,1
Spinning Mill Overseer,1
Spinning Mill Worker Department in Preparing Unemployed,1
Spinning Mill Yarn Drawer,1
Spinning Oiler in Linen Mill,1
Spinning Overlooker in Linen Mill,1
Spinning Overseer,1
Spinning Room Carding Master,1
Spinning Room Coverlookes,1
Spinning Room Doffing,1
Spinning Room Oiler in Mill,1
Spinning Room Overworker in Mill,1
Spinning Room Reeler,1
Spinning Room Sweeper,1
Spinning Rooms,1
Spinning Weaving Factory Owner,1
Spinning Wheel Maker,1
Spinning Wol,1
Spinning and Knitty,1
"Spinning and Preparing Machine Mechanic,Foundry",1
Spinning and Spirit Trade,1
Spinning in Flax Mill,1
Spinning in Spinning Mill,1
Spinning of Wool,1
Spinning over Looker,1
Spinnir,1
Spinnir Flax,1
Spinnister,1
Spinnner in Sping Factory,1
Spinnor,1
Spinnr Linen Mill Worker,1
Spinnter,1
Spinny Mill Manger,1
Spins,1
Spinsler,1
Spinsorer From Asylum,1
Spinstar,1
Spinste,1
Spinster Annuitant,1
Spinster Annuity From Land,1
Spinster Cook Domestic Servant,1
Spinster Domestic Cook Servant,1
Spinster Dressmaker,1
Spinster F,1
Spinster Farmer,1
Spinster General Domestic Servant,1
Spinster House Keeper,1
Spinster House Man Domestic Servant,1
Spinster House Property,1
Spinster Int of Money,1
Spinster Lady,1
Spinster Lady Help,1
Spinster Linen,1
Spinster Linen Employed,1
Spinster Linen Factory,1
Spinster Living,1
Spinster Living on Dividends from Investments,1
Spinster Living with her Father,1
Spinster No Employed,1
Spinster No Occpn,1
Spinster No Occupation,1
Spinster Separate Main Tenance,1
Spinster Sister,1
Spinster Son,1
Spinster Stocks and Railway Share,1
Spinster Washerwoman,1
Spinster and Farm Servant,1
Spinster in Linen Factory Unemployed,1
Spinster in Linnen Mill,1
Spinster of No Occupation,1
"Spinster, Annuitant",1
"Spinster, Income from Land and Dividends",1
"Spinster, None",1
Spinster. None,1
Spinsti,1
Spinstir,1
Spint Merchant,1
Spint Merchant Posting and Funeral Undertaker,1
Spinter Lady,1
Spintress,1
Spintster,1
Spintter,1
Spinwool,1
Spioner,1
Spireel Maker,1
Spirer,1
Spiret,1
Spiret Grocer Licensed Trader,1
Spirit Accountant,1
Spirit Bar,1
Spirit Bar Manager,1
Spirit Barman,1
Spirit Box Tender,1
Spirit Brewer,1
Spirit Clerk Store,1
Spirit Clerk Unemployed,1
Spirit Clerke,1
Spirit Counter Assistant,1
Spirit Dealer Publican,1
Spirit Dealer Retailer,1
Spirit Dealer and Draper Merchant,1
Spirit Dealer and c,1
Spirit Dealer. Grocer and Farmer,1
Spirit Dealers Assisant,1
Spirit Dealers Assistant,1
Spirit Dealers Messenger,1
Spirit Delar,1
Spirit Gocer,1
Spirit Green,1
Spirit Grocer Apprentice,1
Spirit Grocer Assist,1
Spirit Grocer Asst,1
Spirit Grocer Manager,1
Spirit Grocer Mercha,1
Spirit Grocer P.L.G,1
Spirit Grocer Proprietor,1
Spirit Grocer Shop Owner,1
Spirit Grocer and Beer Retailer,1
Spirit Grocer and C,1
Spirit Grocer and Cab Merchant,1
Spirit Grocer and Carpenter,1
Spirit Grocer and Dealer,1
Spirit Grocer and Draper,1
Spirit Grocer and Farmer,1
Spirit Grocer and Hardware,1
Spirit Grocer and Pensioner R. I. C,1
Spirit Grocer and Provision Mcht,1
Spirit Grocer and Provision Merchant,1
Spirit Grocer and Tea Merchant,1
Spirit Grocer's Messenger,1
"Spirit Grocer, Time Keeper",1
Spirit Grocers Apprentice,1
Spirit Grocers Bar Assistant,1
Spirit Grocers Clerk,1
Spirit Grocery Assistant,1
Spirit Grocery Shop Keeper,1
"Spirit Grocery, Keeper",1
Spirit Grocr,1
Spirit Groucer,1
Spirit Hardware and Grocer Dealer,1
Spirit Licance,1
Spirit License Holder,1
Spirit Manufactuer,1
Spirit Marcher,1
Spirit Mchts Assistant,1
Spirit Merch,1
Spirit Merchant Assistant,1
Spirit Merchant Assistants,1
Spirit Merchant Auctioneer,1
Spirit Merchant Clerk,1
Spirit Merchant Daper and Grocer,1
Spirit Merchant Manager,1
Spirit Merchant News Agent,1
Spirit Merchant and Baker,1
Spirit Merchant and Draper,1
Spirit Merchant and Drapery Manager,1
Spirit Merchant and Grocer's Assistant,1
Spirit Merchant and Retired School Teacher,1
Spirit Merchant's Son,1
Spirit Merchants,1
Spirit Merchants Apprentice,1
Spirit Merchants Servant,1
Spirit Merchart,1
Spirit Merchat,1
Spirit Mert,1
Spirit Mrcht,1
Spirit Pocer,1
Spirit Provision Merchant,1
Spirit Retailor,1
Spirit Sales Man,1
Spirit Salesman Unemployed,1
Spirit Shop Assistant,1
Spirit Shop Boy,1
Spirit Store Assist,1
Spirit Store Bar Man,1
Spirit Store Domestic Servant,1
Spirit Store Foreman,1
Spirit Store Keeper,1
Spirit Store Man,1
Spirit Store Shop Assistant,1
Spirit Stores Labourer,1
Spirit Teacher,1
Spirit Trade Apprentice in Shop,1
Spirit Trade C Traveller,1
Spirit Trade Commercial Clerk,1
Spirit Trade Commercial Travellor,1
Spirit Trade Shop Assistant,1
Spirit Trade Shopman,1
Spirit Trade Traveller,1
Spirit Trader and Merchant,1
Spirit Trave,1
Spirit Vendor,1
Spirit Weaver,1
Spirit Winder,1
Spirit and Corn Merchant,1
Spirit and Fish Merchant,1
Spirit and Glas Merchant,1
Spirit and Grocer Mercht,1
Spirit and Grocery Manager,1
Spirit and Leather Merchant,1
Spirit and Mechant,1
Spirit and Provision,1
Spirit and Provision Hardware Merchant,1
Spirit and Provision Mercht,1
Spirit and Provision Retailer,1
Spirit and Wine Agent,1
Spirit and Wine Dealer,1
Spirit grocer,1
"Spirit, Warehouse Man",1
"Spirit, Wine and Tea Merchant",1
Spiritassistant,1
Spirite Dealer,1
Spiritgrocer,1
Spiritmerchant,1
Spirits Clark,1
Spirits Clerk,1
Spirits Dealer,1
Spirits Grocer,1
Spirits Manufact and Farmer,1
Spirits Merchant Clerk,1
Spirits Merchant Draper Grocer,1
Spirits and Grocery,1
Spirits and Puryevor,1
Spirity Commercial Traveller,1
Spirster Farmers Wife,1
Spirt Maker,1
Spirt Merct Assistant,1
Spirt Mt,1
Spirt Ornamenter,1
Spirt S. Porter,1
Spirt and Grocer Merchant,1
Spirtt and Grocer,1
Spister,1
Splicer in Wollen Mill,1
Splinster,1
Splr's Clerk,1
Spning Mill Worker,1
Spnner,1
Spnner Flax,1
Spnnes,1
Spnning Room Oiler,1
Spnster Lady,1
Spoak Sticher,1
Spoal Winder,1
Spoke Dresser,1
Spoke Machinest,1
Spoke Machinist,1
Spoke Maker,1
Spoke Sticher,1
Spokemaker,1
Spoker Stitcher,1
Spokestitcher,1
Sponer,1
Sponmonger,1
Spool Carrier in Factory,1
Spool Fitter in Factory,1
Spool Labeller in Thread Works,1
Spool Linen Winder,1
Spool Warker,1
Spool Winder in Facty,1
Spool Winder in Linen Factory,1
Spool Winder in Mill,1
Spooler Theadworks,1
Spooler Thread Dept,1
Spooler in Factory,1
Spooler in Thread Factory,1
Spooler of Thread,1
Spooling Master,1
Spooling and Balling Overlooker Linen Thread,1
Spoolwinder in Factory,1
Spooping in Thread Factory Thread Works,1
Sport Mistress,1
Spourting Fitter,1
Spous Dealer,1
Sppigger,1
Sppiner Flax,1
Sppiner in Flax Spping Mill,1
Spping Master in Flax Spping Mill,1
Sppinner Linnen,1
Spr Mrchts Clerke,1
Spradder Flax,1
Sprader,1
Sprader Flax,1
Spread in Mill,1
Spreadder,1
Spreaden Linen,1
Spreader Jobacco Factory,1
Spreader Linen Factory,1
Spreader Linen Trade,1
Spreader Linen Yarn,1
Spreader Linnin Ware House,1
Spreader Mill in Linen,1
Spreader Millworker,1
Spreader Prep Room,1
Spreader Ropework,1
Spreader Spinning Mill Worker,1
Spreader Yarn,1
Spreader and Drawer,1
Spreader at Mill,1
Spreader in Factor Linen,1
Spreader in Factory Girl,1
Spreader in Flax Factory,1
Spreader in Flax Spinning Mill,1
Spreader in Lenin Mill,1
Spreader in Linen Factory Unemployed,1
Spreader in Mice,1
Spreader in Mill Factory Worker,1
Spreader in Mill Inemployed,1
Spreader in Mill Linen,1
Spreader in Mill Yarn Dresser,1
Spreader in Prepary Rooms,1
Spreader in Rope Factory,1
Spreader in Rope Work,1
Spreader in Rope Work Factory,1
Spreader in Sp'g Mill,1
Spreader in Spinng Mill,1
Spreader in Spinnig Mill,1
Spreader in Spning Mill,1
Spreader in the Factory,1
Spreader in the Mill,1
Spreader of Flax Mill Worker,1
Spreader of Flax in Mill,1
Spreader of Flax in Spg Mill,1
Spreader of Yarn at Mill,1
"Spreader, Rope Works",1
Spreading Flax in Factory,1
Spreading Flax in Mill,1
Spreading Tol in Ropework,1
Spreading in Flax Mill,1
Spreading in Yarn Factory,1
Spreador,1
Spreads Unemployed,1
Spred of Flax,1
Spredar Flax,1
Spredder,1
Spreder Flax,1
